video_id,video_url,video_title,channel_title,duration,duration_minutes,category,subcategory,secondary_category,secondary_subcategory,fitness_level,secondary_fitness_level,tertiary_fitness_level,primary_equipment,secondary_equipment,tertiary_equipment,primary_spirit,secondary_spirit,primary_vibe,secondary_vibe,reviewable,review_comment,primary_technique_difficulty,secondary_technique_difficulty,tertiary_technique_difficulty,primary_effort_difficulty,secondary_effort_difficulty,tertiary_effort_difficulty,full_analysis_json
8015,https://members.hydrow.com/workout_videos/id_4Neqvd5L4r2V6ba,Latin Rhythm Row,,1279,,Cardio,Indoor rowing,,,Intermediate,,,Rower,,,Flow & Rhythm,Outdoor & Adventure,The Groove Session,The Meditative Grind,,,,,,,,,"{""video_id"": 8015, ""video_url"": ""https://members.hydrow.com/workout_videos/id_4Neqvd5L4r2V6ba"", ""video_title"": ""Latin Rhythm Row"", ""duration"": 1279, ""equipment"": {""requiredEquipment"": [{""equipment"": ""Rower"", ""confidence"": 1.0}], ""requiredEquipmentExplanation"": ""The metadata strongly indicates that a Rower is required for the workout 'Latin Rhythm Row.' The use of 'row' in both the workout name and category 'row' explicitly points to rowing as the main activity. Furthermore, the image depicts an individual using a Rower outdoors, reinforcing this requirement. Therefore, the confidence score for the Rower is set to 1.0, as it is essential and central to performing this workout.""}, ""spirit"": {""spirits"": [{""name"": ""Flow & Rhythm"", ""score"": 0.8}, {""name"": ""Outdoor & Adventure"", ""score"": 0.7}, {""name"": ""High-Energy & Intense"", ""score"": 0.6}], ""spiritsConfidence"": 0.85, ""spiritsExplanation"": ""The workout 'Latin Rhythm Row' features significant elements of the 'Flow & Rhythm' spirit, as indicated by the emphasis on music-driven pace and the reflection on cultural impact in the description, along with a playlist of Latin and global hits that encourage a rhythmic connection. This is supported by the 'max rhythm: 30' and the playlist featuring artists known for their energetic and rhythmic music. The 'Outdoor & Adventure' spirit is also apparent due to the image showing the workout taking place on a river, which is a natural setting. The use of intervals and an intensity level of '2 out of 3' suggest elements of the 'High-Energy & Intense' spirit, promoting a heart-pumping experience, though this is slightly moderated by the 'sweat' workout type indicating a more accessible intensity rather than maximum intensity.""}, ""vibe"": {""vibes"": [{""name"": ""The Groove Session"", ""score"": 0.8}, {""name"": ""The Meditative Grind"", ""score"": 0.7}, {""name"": ""The Endorphin Wave"", ""score"": 0.6}], ""vibesConfidence"": 0.85, ""vibesExplanation"": ""The workout is titled \""Latin Rhythm Row,\"" which suggests a rhythmic and fluid experience. The use of Latin and Global Hits music, including lively songs like 'Conga' and 'Zumba,' supports a vibrant, dance-like vibe, characteristic of \""The Groove Session\"" (score 0.8). The format involves intervals and focuses on rhythm, aligning with the repetitive and immersive nature of rowing, fitting \""The Meditative Grind\"" (score 0.7). The workout's intensity level of 2 out of 3 and its categorization under 'Sweat' suggests a consistent, feel-good energy flow, aligning with \""The Endorphin Wave\"" (score 0.6). This blend of cultural reflection, music, and exercise intensity indicates a high confidence level in these vibes.""}}"
8018,https://members.hydrow.com/workout_videos/id_o7az5JPPorJPmVr,Welcome to Alaska Row,,680,,Cardio,Indoor rowing,,,Advanced,,,Rower,,,Outdoor & Adventure,High-Energy & Intense,The Meditative Grind,The Explorer's Workout,,,,,,,,,"{""video_id"": 8018, ""video_url"": ""https://members.hydrow.com/workout_videos/id_o7az5JPPorJPmVr"", ""video_title"": ""Welcome to Alaska Row"", ""duration"": 680, ""equipment"": {""requiredEquipment"": [{""equipment"": ""Rower"", ""confidence"": 1}], ""requiredEquipmentExplanation"": ""The metadata clearly indicates this is a rowing workout with keywords such as 'row' in the workout name and category. The 'Welcome to Alaska Row' title emphasizes the rowing element, and the category specifically includes 'row.' The description mentions 'navigating past Cascade Glacier,' which aligns with the rowing theme. Given the workout type and category, the confidence for requiring a 'Rower' is very high (1.0). No other equipment is suggested or implied by the metadata.""}, ""spirit"": {""spirits"": [{""name"": ""Outdoor & Adventure"", ""score"": 0.9}, {""name"": ""High-Energy & Intense"", ""score"": 0.8}, {""name"": ""Flow & Rhythm"", ""score"": 0.6}], ""spiritsConfidence"": 0.9, ""spiritsExplanation"": ""The workout is primarily classified as \""Outdoor & Adventure\"" due to the setting: rowing past Cascade Glacier in Alaska. The outdoor setting and the presence of natural beauty strongly align with this spirit, scoring 0.9. \""High-Energy & Intense\"" is also applicable with a score of 0.8, as the workout involves 1-minute intervals and is tagged with the highest intensity level of 3 out of 3. This indicates a vigorous and challenging session. The music playlist includes upbeat songs, adding to the high-energy atmosphere. Finally, \""Flow & Rhythm\"" is relevant with a score of 0.6 as the session likely involves maintaining rhythm with the music (Dance and Global Hits) while rowing, enhancing coordination and continuity. Other spirits like \""Soothing & Restorative\"" and \""Structured & Disciplined\"" are less relevant due to the workout's intensity and outdoor adventure context.""}, ""vibe"": {""vibes"": [{""name"": ""The Meditative Grind"", ""score"": 0.8}, {""name"": ""The Explorer's Workout"", ""score"": 0.75}, {""name"": ""The Endorphin Wave"", ""score"": 0.6}], ""vibesConfidence"": 0.9, ""vibesExplanation"": ""The workout \""Welcome to Alaska Row\"" is primarily characterized by its scenic nature and rhythmic interval format, making \""The Meditative Grind\"" a strong match (score: 0.8). The description highlights a repetitive and focused rowing activity, with a high intensity level, aligning well with the zone-in, repetitive aspect of this vibe. \n\nThe second vibe, \""The Explorer's Workout,\"" is chosen due to the outdoor and scenic elements mentioned in the description, with phrases like \""taking in Alaska's natural beauty\"" and \""navigating past Cascade Glacier,\"" suggesting an adventurous aspect (score: 0.75).\n\nLastly, \""The Endorphin Wave\"" is also relevant as the workout includes high-energy music (\""Dance High,\"" \""Global Hits\"") which, alongside the high-intensity level, can create an elevated energy feel, although this is less prominent than the other vibes (score: 0.6).\n\nOther possible vibes, such as \""The Adrenaline Rush,\"" were excluded due to the structured and scenic focus rather than unpredictability or extreme challenge.""}}"
8016,https://members.hydrow.com/workout_videos/id_MEepoQqe8BQGXxj,Commit to Fit: Celebration Row,,1280,,Cardio,Indoor rowing,Cardio,HIIT,Intermediate,,,Rower,,,Outdoor & Adventure,Flow & Rhythm,The Meditative Grind,The Nightclub Workout,,,,,,,,,"{""video_id"": 8016, ""video_url"": ""https://members.hydrow.com/workout_videos/id_MEepoQqe8BQGXxj"", ""video_title"": ""Commit to Fit: Celebration Row"", ""duration"": 1280, ""equipment"": {""requiredEquipment"": [{""equipment"": ""Rower"", ""confidence"": 1}], ""requiredEquipmentExplanation"": ""The workout 'Commit to Fit: Celebration Row' clearly indicates the use of rowing in its title, and the category includes 'row,' which mandates the requirement of a 'Rower' with very high confidence. The description further enforces this by mentioning the commitment to 'hop on your Hydrow,' which is a specific brand of Rower. As such, a Rower is essential for performing this workout effectively.""}, ""spirit"": {""spirits"": [{""name"": ""Outdoor & Adventure"", ""score"": 0.9}, {""name"": ""Flow & Rhythm"", ""score"": 0.7}], ""spiritsConfidence"": 0.85, ""spiritsExplanation"": ""The workout takes place in an outdoor setting, as indicated by the rowing on a river environment seen in the image. This strongly suggests a connection to an 'Outdoor & Adventure' spirit, earning a high score of 0.9. The use of upbeat and rhythmic songs like 'Can You Do This' by Aloe Blacc and 'Get The Party Started' by P!NK alongside the format of interval training aligns well with the 'Flow & Rhythm' spirit. The focus on rhythm at a 'max rhythm' of 30 further supports this classification, marking a score of 0.7 for 'Flow & Rhythm'. The description emphasizes commitment and intervals rather than intense effort or structure, which led to the exclusion of 'High-Energy & Intense' and 'Structured & Disciplined' spirits.""}, ""vibe"": {""vibes"": [{""name"": ""The Meditative Grind"", ""score"": 0.7}, {""name"": ""The Nightclub Workout"", ""score"": 0.6}], ""vibesConfidence"": 0.75, ""vibesExplanation"": ""The vibe 'The Meditative Grind' fits well due to the interval format, which suggests repetitive and focused effort. The duration of 21 minutes with a medium intensity (2 out of 3) supports a steady, continuous workout, aligning well with this vibe, resulting in a confident score of 0.7.\n\n'\\\""The Nightclub Workout\\\"" vibe is also relevant. The music playlist includes upbeat pop and global hits, like 'Get The Party Started' and 'Low', which suggests an energetic and celebratory feel to the workout. The title 'Celebration Row' reinforces this impression, warranting a score of 0.6.\n\nWhile both vibes are applicable, the lack of specific rhythm-dependent or dance-based cues reduces the confidence in assigning 'The Nightclub Workout' exclusively. The absence of highly competitive elements rules out 'The Competitor.' The combination of music and structure supports a blend of meditative repetition and energetic music-driven movement.""}}"
7387,https://members.hydrow.com/workout_videos/id_r3vZY2L9zbdgeWx,Pause Drills Cool-Down,,345,,Cardio,Indoor rowing,,,Beginner,Intermediate,Advanced,Rower,,,Soothing & Restorative,Outdoor & Adventure,The Meditative Grind,The Reboot Workout,,,,,,,,,"{""video_id"": 7387, ""video_url"": ""https://members.hydrow.com/workout_videos/id_r3vZY2L9zbdgeWx"", ""video_title"": ""Pause Drills Cool-Down"", ""duration"": 345, ""equipment"": {""requiredEquipment"": [{""equipment"": ""Rower"", ""confidence"": 0.95}], ""requiredEquipmentExplanation"": ""The workout is categorized under 'row' and involves 'pause drills,' which are specific techniques used primarily in rowing exercises. The image features outdoor rowing, but since this is a video workout platform, it's implied to be performed on a Rower. Thus, a Rower is necessary for simulating the rowing experience in this context. Given the clear association with rowing techniques and the 'row' category, the confidence score for the Rower is very high at 0.95.""}, ""spirit"": {""spirits"": [{""name"": ""Soothing & Restorative"", ""score"": 0.8}, {""name"": ""Outdoor & Adventure"", ""score"": 0.7}, {""name"": ""Structured & Disciplined"", ""score"": 0.6}], ""spiritsConfidence"": 0.76, ""spiritsExplanation"": ""The workout is classified as 'Soothing & Restorative' with a score of 0.8 due to its nature as a cool down and focus on gentle strokes. The description emphasizes reinforcing good technique during pause drills, which aligns with the 'Structured & Disciplined' spirit, leading to a score of 0.6. The outdoor setting, as evidenced by the image of a rower on water, supports the 'Outdoor & Adventure' spirit, scoring 0.7. The use of familiar pop songs creates a relaxed atmosphere, further supporting the soothing and restorative aspect. The session emphasizes technique over intensity, fitting the structured and disciplined nature well. The confidence level is moderate to high, given the clear indicators in the metadata and visual context.""}, ""vibe"": {""vibes"": [{""name"": ""The Meditative Grind"", ""score"": 0.8}, {""name"": ""The Reboot Workout"", ""score"": 0.7}, {""name"": ""The Zen Flow"", ""score"": 0.6}], ""vibesConfidence"": 0.85, ""vibesExplanation"": ""The workout is primarily a technique-focused rowing session categorized as a cool down, suggesting a calm and reflective vibe. The description emphasizes 'easy strokes' and 'reinforce good technique,' aligning it with 'The Meditative Grind,' where repetition and focus are key elements, justifying a score of 0.8.\n\nThe music choices\u2014'She Will Be Loved' and 'She's No You'\u2014are soft pop songs, contributing to a soothing atmosphere. Combined with the session format as a cool down, there are elements of relaxation and refreshment, suggesting 'The Reboot Workout' with a score of 0.7.\n\nThe slow rhythm and mindfulness implied in 'pause drills' suggests a grounding and intentional experience, fitting 'The Zen Flow' with a score of 0.6. Other vigorous vibes were excluded due to the focus on technique, cool down, and the softness of the music.""}}"
8021,https://members.hydrow.com/workout_videos/id_r5mK9dKVPk2keYp,October Race: Week 1 of 4,,996,,Cardio,Indoor rowing,Cardio,HIIT,Advanced,,,Rower,,,High-Energy & Intense,Outdoor & Adventure,The Competitor,The Endorphin Wave,,,,,,,,,"{""video_id"": 8021, ""video_url"": ""https://members.hydrow.com/workout_videos/id_r5mK9dKVPk2keYp"", ""video_title"": ""October Race: Week 1 of 4"", ""duration"": 996, ""equipment"": {""requiredEquipment"": [{""equipment"": ""Rower"", ""confidence"": 1}], ""requiredEquipmentExplanation"": ""The workout falls under the 'row' category, explicitly indicating it is a rowing workout. The description mentions intervals at specific rowing rhythms, which are typical of rowing exercises. Additionally, the image shows individuals in a rowing activity. Thus, a Rower is required for this workout with very high confidence.""}, ""spirit"": {""spirits"": [{""name"": ""High-Energy & Intense"", ""score"": 0.8}, {""name"": ""Outdoor & Adventure"", ""score"": 0.7}], ""spiritsConfidence"": 0.85, ""spiritsExplanation"": ""The workout is characterized by 'three minute intervals at a rhythm 28 followed by two minute intervals at a rhythm 30,' indicating a focus on high intensity. The title 'October Race: Week 1 of 4' aligns with competitive and challenging elements, suggesting a 'High-Energy & Intense' spirit, supported by playlist tracks known for energetic beats. Given the image context, conducted on a river, it exhibits elements of 'Outdoor & Adventure,' making it highly relevant. The consistent intensity level described as '3 out of 3' further supports this classification. 'Outdoor & Adventure' is slightly less dominant as the primary focus is on intensity and performance. Other spirits, such as 'Flow & Rhythm' or 'Soothing & Restorative,' are not applicable due to the structured, intensive nature and competitive setup of the session.""}, ""vibe"": {""vibes"": [{""name"": ""The Competitor"", ""score"": 0.9}, {""name"": ""The Endorphin Wave"", ""score"": 0.8}, {""name"": ""The Nightclub Workout"", ""score"": 0.7}], ""vibesConfidence"": 0.9, ""vibesExplanation"": ""The workout is characterized by a strong competitive theme, suggested by the title 'October Race' and the structured interval format. This aligns well with 'The Competitor' vibe, scoring 0.9. The high-intensity, interval nature of the workout, with rhythm intervals at 28 and 30, also matches 'The Endorphin Wave,' which is about sustained feel-good movement; this scores 0.8. Furthermore, the playlist includes energetic dance tracks like 'Cry (Just A Little)' and 'The Business,' combined with radio stations named 'Dance high' and 'Global Hits,' inferring a music-driven experience that aligns with 'The Nightclub Workout,' scoring 0.7. Though 'The Adrenaline Rush' could be relevant due to intensity, the structure and music focus favor the chosen vibes more.""}}"
8003,https://members.hydrow.com/workout_videos/id_zk4RWJGyL8dYGmw,Beginner Flow,,942,,Flexibility,Yoga,,,Beginner,Intermediate,Advanced,Other,,,Flow & Rhythm,Outdoor & Adventure,The Zen Flow,,,,,,,,,,"{""video_id"": 8003, ""video_url"": ""https://members.hydrow.com/workout_videos/id_zk4RWJGyL8dYGmw"", ""video_title"": ""Beginner Flow"", ""duration"": 942, ""equipment"": {""requiredEquipment"": [{""equipment"": ""Mat"", ""confidence"": 0.9}], ""requiredEquipmentExplanation"": ""The workout is titled 'Beginner Flow' and is categorized under 'On The Mat', indicating it is a yoga session since it includes 'flow', which is commonly associated with yoga practices. The presence of yoga mats in the provided image further supports this interpretation. The high confidence score for the mat is assigned due to its central role in yoga sessions for comfort and support. Other equipment types are not mentioned or implied, suggesting a focus on the mat alone for this workout.""}, ""spirit"": {""spirits"": [{""name"": ""Flow & Rhythm"", ""score"": 0.9}, {""name"": ""Outdoor & Adventure"", ""score"": 0.8}], ""spiritsConfidence"": 0.85, ""spiritsExplanation"": ""The primary spirit classification for this workout is 'Flow & Rhythm' with a score of 0.9. This is due to the explicit mention of 'yoga flow' in the title and description, indicating a focus on smooth, continuous movement and coordination. Additionally, the music genre consists of chill and downtempo songs, which further supports a rhythmic and flowing experience.\n\nFurthermore, 'Outdoor & Adventure' is also a relevant spirit with a score of 0.8. The image shows the session taking place in a beautiful natural setting beside a lake and mountains. This aligns with the 'Outdoor & Adventure' spirit, as the environment plays a significant role in defining the workout experience.\n\nThe combination of these two spirits captures both the movement-focused nature and the adventurous outdoor setting of this workout. Other spirits such as 'High-Energy & Intense' or 'Soothing & Restorative' were not applicable due to the lack of corresponding indicators in the metadata.""}, ""vibe"": {""vibes"": [{""name"": ""The Zen Flow"", ""score"": 0.7}, {""name"": ""The Groove Session"", ""score"": 0.5}], ""vibesConfidence"": 0.75, ""vibesExplanation"": ""The workout 'Beginner Flow' emphasizes a yoga flow suitable for all levels, which suggests a calming and grounding experience typical of 'The Zen Flow' vibe, earning it a score of 0.7. The description mentions building heat through a 'flow,' implying a rhythmic and fluid movement, aligning with 'The Groove Session' vibe, assigned a score of 0.5 due to the music choice. The playlist includes downtempo and chill tracks like 'Dream' by Autograf and 'Ocean Eyes (Astronomyy Remix)' by Billie Eilish, supporting a tranquil and fluid atmosphere. The outdoor setting in the image suggests a connection with nature, enhancing the 'The Zen Flow' aspect. The absence of high-intensity elements and the focus on flow exclude more intense vibes like 'The Warrior Workout.' The confidence level is 0.75 because of the clear indicators in both the workout and music choices.""}}"
8020,https://members.hydrow.com/workout_videos/id_an7PbJZk4p2RevX,React and Move Row,,681,,Cardio,Indoor rowing,Cardio,HIIT,Advanced,,,Rower,,,High-Energy & Intense,Outdoor & Adventure,The Firestarter,The Warrior Workout,,,,,,,,,"{""video_id"": 8020, ""video_url"": ""https://members.hydrow.com/workout_videos/id_an7PbJZk4p2RevX"", ""video_title"": ""React and Move Row"", ""duration"": 681, ""equipment"": {""requiredEquipment"": [{""equipment"": ""Rower"", ""confidence"": 0.95}], ""requiredEquipmentExplanation"": ""The workout is explicitly categorized under 'row' and involves a high-intensity interval training session described as a 'fast-paced row along the Charles.' The title also includes 'Row,' indicating the central role of rowing in the workout. The confidence is very high at 0.95, suggesting that a 'Rower' is essential for replicating this HIIT rowing experience indoors.""}, ""spirit"": {""spirits"": [{""name"": ""High-Energy & Intense"", ""score"": 0.9}, {""name"": ""Outdoor & Adventure"", ""score"": 0.8}, {""name"": ""Sport & Agility"", ""score"": 0.6}], ""spiritsConfidence"": 0.85, ""spiritsExplanation"": ""The workout is classified as 'High-Energy & Intense' with a confidence score of 0.9 due to explicit indicators like 'fast-paced,' '15-seconds to give it all you've got,' and the high-intensity playlist featuring energetic rock music, which suggests a vigorous session. It fits the 'Outdoor & Adventure' spirit strongly with a score of 0.8, as the workout happens 'along the Charles,' suggesting an outdoor rowing activity. The image also supports this outdoor classification. 'Sport & Agility' is included with a moderate score of 0.6 because of the athletic nature of rowing, the involvement of timing (15-second bursts), and a high rhythm of 34, indicating an emphasis on speed and agility. 'Structured & Disciplined' and 'Flow & Rhythm' were considered less relevant due to the HIIT format and lack of specific content focused on flow or technique.""}, ""vibe"": {""vibes"": [{""name"": ""The Firestarter"", ""score"": 0.9}, {""name"": ""The Warrior Workout"", ""score"": 0.75}, {""name"": ""The Competitor"", ""score"": 0.6}], ""vibesConfidence"": 0.85, ""vibesExplanation"": ""The chosen vibes are based on several key aspects of the workout metadata. \""The Firestarter\"" vibe is strongly evident with a score of 0.9 due to the fast-paced, 15-second bursts described in the workout, aligning with HIIT characteristics. Rock and Global Hits music further amplify the intensity. \""The Warrior Workout\"" is assigned a score of 0.75 since the workout demands maximum effort and high intensity, as indicated by the '3 out of 3' intensity level, signifying a primal, intense energy. \""The Competitor\"" vibe is present but less dominant, with a score of 0.6, as the workout is gamified with the challenge of keeping pace during intense intervals. No leaderboard or explicit competitive elements reduce its prominence compared to the other vibes.""}}"
8004,https://members.hydrow.com/workout_videos/id_Bw6Nk2WLD7dM3yW,Persistence Row,,1287,,Cardio,Indoor rowing,Cardio,HIIT,Advanced,,,Rower,,,High-Energy & Intense,Outdoor & Adventure,The Warrior Workout,The Nightclub Workout,,,,,,,,,"{""video_id"": 8004, ""video_url"": ""https://members.hydrow.com/workout_videos/id_Bw6Nk2WLD7dM3yW"", ""video_title"": ""Persistence Row"", ""duration"": 1287, ""equipment"": {""requiredEquipment"": [{""equipment"": ""Rower"", ""confidence"": 1.0}], ""requiredEquipmentExplanation"": ""The workout is titled \""Persistence Row,\"" and the category explicitly includes \""row,\"" indicating that a Rower is central to the workout. The description mentions a series of 60-second intervals, which is consistent with rowing HIIT sessions. The image also depicts rowing activity. These factors provide very high confidence that a Rower is required for this workout.""}, ""spirit"": {""spirits"": [{""name"": ""High-Energy & Intense"", ""score"": 0.9}, {""name"": ""Outdoor & Adventure"", ""score"": 0.8}], ""spiritsConfidence"": 0.9, ""spiritsExplanation"": ""The workout 'Persistence Row' embodies a 'High-Energy & Intense' spirit due to its HIIT format, which involves 60-second intervals designed to 'ignite your legs and lungs.' The use of a maximum rhythm of 34 and an intensity level of 3 out of 3 further supports this intense categorization. The playlist includes energetic tracks like 'Turn Down For What' by DJ Snake and 'Get It Poppin' by Nelly, complementing the vigorous effort required.\n\nAdditionally, the image shows the workout taking place on a river, clearly indicating an 'Outdoor & Adventure' spirit. The natural setting adds an element of exploration and connection with nature, further supported by the outdoor rowing environment depicted.\n\nWhile the music-driven aspect suggests a potential 'Flow & Rhythm' spirit, the structured intervals and focus on intensity and outdoor setting make it less pronounced in this session.""}, ""vibe"": {""vibes"": [{""name"": ""The Warrior Workout"", ""score"": 0.9}, {""name"": ""The Nightclub Workout"", ""score"": 0.7}, {""name"": ""The Meditative Grind"", ""score"": 0.5}], ""vibesConfidence"": 0.85, ""vibesExplanation"": ""The workout 'Persistence Row' clearly reflects the essence of 'The Warrior Workout' with its focus on high-intensity interval training (HIIT) and a top intensity level of 3 out of 3. The use of terms like 'ignite your legs and lungs' and the structured '60-second intervals' indicate a sweat-dripping, heart-pounding session typical of a warrior workout, hence a score of 0.9 for this vibe. \n\nFurthermore, the playlist features upbeat and energetic songs such as 'Turn Down For What' and 'When Love Takes Over,' which contribute to a 'Nightclub Workout' vibe by creating a dance-like, euphoric atmosphere. The music selection aligns well with a 'lights down, music up' atmosphere, therefore a score of 0.7 is justified for this vibe.\n\nLastly, the repetitive nature of rowing and the endurance aspect (duration of 21 minutes) give the workout a 'Meditative Grind' quality, suggesting a steady focus on endurance. The phrase 'the best is yet to come' adds a motivational, repetitive element typical of a meditative grind, warranting a score of 0.5 for this vibe.""}}"
7383,https://members.hydrow.com/workout_videos/id_zk4RWJGNzpQYGmw,Sprint + Max Interval Row,,687,,Cardio,Indoor rowing,Cardio,HIIT,Advanced,,,Rower,,,High-Energy & Intense,Outdoor & Adventure,The Firestarter,The Adrenaline Rush,,,,,,,,,"{""video_id"": 7383, ""video_url"": ""https://members.hydrow.com/workout_videos/id_zk4RWJGNzpQYGmw"", ""video_title"": ""Sprint + Max Interval Row"", ""duration"": 687, ""equipment"": {""requiredEquipment"": [{""equipment"": ""Rower"", ""confidence"": 1.0}], ""requiredEquipmentExplanation"": ""The metadata indicates that the workout is a 'Sprint + Max Interval Row,' with the category explicitly stating 'row.' This suggests a high-intensity rowing workout. The term 'max pace for 2-minute and 1-minute intervals' implies the use of a Rower to perform interval training. Given the 'row' category type, the classification must include 'Rower' with very high confidence, set at 1.0. Additionally, the attached image shows a person rowing, further reinforcing the need for rowing equipment. No other equipment is mentioned or suggested in the metadata.""}, ""spirit"": {""spirits"": [{""name"": ""High-Energy & Intense"", ""score"": 0.9}, {""name"": ""Outdoor & Adventure"", ""score"": 0.8}, {""name"": ""Flow & Rhythm"", ""score"": 0.5}], ""spiritsConfidence"": 0.9, ""spiritsExplanation"": ""The workout is classified primarily under the 'High-Energy & Intense' spirit due to several factors: the description specifies intervals of 'sprint and max pace' and the intensity level is rated at 3 out of 3, indicating a demanding and vigorous session. The use of HIIT (High-Intensity Interval Training) format further supports this classification, as HIIT is known for its high energy and intensity.\n\nThe 'Outdoor & Adventure' spirit is also relevant. The image associated with the metadata shows rowing on a river, which aligns with the outdoor setting and adventure aspect. This suggests that the physical environment plays a significant role in the workout experience.\n\n'Flow & Rhythm' receives a moderate score due to the presence of music (Hip Hop/R&B High, Global Hits) that could potentially drive rhythm and coordination during the rowing workout. However, it is not a primary focus given the emphasis on intervals and intensity.\n\nOther spirits like 'Structured & Disciplined,' 'Soothing & Restorative,' and 'Sport & Agility' were considered less fitting given the lack of emphasis on training protocols, recovery focus, or sports-specific skills.""}, ""vibe"": {""vibes"": [{""name"": ""The Firestarter"", ""score"": 0.95}, {""name"": ""The Adrenaline Rush"", ""score"": 0.75}, {""name"": ""The Meditative Grind"", ""score"": 0.6}], ""vibesConfidence"": 0.85, ""vibesExplanation"": ""The workout is characterized by high intensity interval training (HIIT) with \""sprint\"" and \""max pace\"" intervals, closely aligning it with \""The Firestarter\"" vibe due to its explosive, high-intensity nature. The use of intervals and high intensity level (3 out of 3) further reinforces this vibe, leading to a high score of 0.95.\n\nCombined with hip hop and R&B music like tracks from N.W.A. and YG, this workout also captures \""The Adrenaline Rush\"" vibe with heart-racing and exhilarating elements. The presence of intense music and unpredictable interval formats contribute to this classification, resulting in a score of 0.75.\n\nConsidering the rowing aspect and prolonged intervals, \""The Meditative Grind\"" is appropriate as the repetitive rowing strokes require focus and endurance, albeit less prominently than the other vibes. This supports a moderate score of 0.6.\n\nOther potential vibes like \""The Nightclub Workout\"" were excluded due to a lack of emphasis on dance or nightclub-style elements. Overall, the classification confidence is high at 0.85 due to clear indicators of intensity and music style.""}}"
7382,https://members.hydrow.com/workout_videos/id_GeoPzJXPzYJK75p,Steady Climb Row,,1882,,Cardio,Indoor rowing,Rest,Breathing exercises,Beginner,,,Rower,,,Flow & Rhythm,Outdoor & Adventure,The Meditative Grind,The Endorphin Wave,,,,,,,,,"{""video_id"": 7382, ""video_url"": ""https://members.hydrow.com/workout_videos/id_GeoPzJXPzYJK75p"", ""video_title"": ""Steady Climb Row"", ""duration"": 1882, ""equipment"": {""requiredEquipment"": [{""equipment"": ""Rower"", ""confidence"": 1.0}], ""requiredEquipmentExplanation"": ""The workout is titled 'Steady Climb Row' and is categorized under 'row', strongly implying that a Rower is central to the workout. The description discusses alternating rhythms while rowing, further confirming the necessity of a Rower. The high confidence score of 1.0 reflects the explicit focus on rowing in both the metadata and the description.""}, ""spirit"": {""spirits"": [{""name"": ""Flow & Rhythm"", ""score"": 0.75}, {""name"": ""Outdoor & Adventure"", ""score"": 0.7}, {""name"": ""Soothing & Restorative"", ""score"": 0.65}], ""spiritsConfidence"": 0.8, ""spiritsExplanation"": ""The workout 'Steady Climb Row' is characterized by alternating rhythms and a focus on breathing and staying relaxed, suggesting a 'Flow & Rhythm' spirit (0.75). The use of pop and global hits supports continuous, enjoyable movement. The image depicting rowing on a river aligns with the 'Outdoor & Adventure' spirit (0.7), enhancing the natural and exploratory elements of the workout. The low intensity level (1 out of 3) and the emphasis on breathing indicate a 'Soothing & Restorative' spirit (0.65), focusing on relaxation and steady pacing. Other spirits like 'High-Energy & Intense' are excluded due to the described moderate pace and low intensity.""}, ""vibe"": {""vibes"": [{""name"": ""The Meditative Grind"", ""score"": 0.8}, {""name"": ""The Endorphin Wave"", ""score"": 0.6}, {""name"": ""The Zen Flow"", ""score"": 0.4}], ""vibesConfidence"": 0.9, ""vibesExplanation"": ""The workout 'Steady Climb Row' emphasizes a controlled and rhythmic approach with alternate rhythms, focusing on breathing and relaxation, characteristics of 'The Meditative Grind.' The playlist features pop and global hits which provide a consistent but uplifting background, supporting this vibe. The moderate intensity and 31-minute duration align well with an endurance and repetitive focus, warranting a strong match at a score of 0.8. 'The Endorphin Wave' is also relevant due to the pop music and interval format, signifying an energetic but steady build, scoring 0.6. 'The Zen Flow' captures the breath-centered and relaxed aspects of the workout, scoring 0.4 due to its less explicit presence compared to other vibes. 'The Groove Session' and 'The Nightclub Workout' were considered but excluded due to the lack of high-energy music or dance focus.""}}"
